search_innertext,search_attribute,Number_of_search_word,search_button_attribute_value,is_button,sClass,URL name
1,0,0,0,0,0,marriott/Search Results.html
1,1,1,0,0,1,marykay/Mary Kay Search Results.html
0,0,0,0,0,1,mercari/shoes _ Mercari.html
1,1,3,1,1,1,metmuseum/Art.html
1,0,0,1,0,0,metmuseum/Art.html
1,0,1,0,0,0,microcenter/Laptops_Notebooks _ Micro Center.html
1,1,3,1,0,1,microcenter/Laptops_Notebooks _ Micro Center.html
1,1,3,1,0,1,"momondo/Illinois, 11_8 — 11_9.html"
1,0,0,0,0,0,"momondo/Illinois, 11_8 — 11_9.html"
1,0,1,1,0,0,"momondo/Illinois, 11_8 — 11_9.html"
1,1,2,1,0,1,mrandmrssmith/Boutique.html
1,0,0,1,0,0,mrandmrssmith/Boutique.html
1,0,0,1,0,0,mrandmrssmith/Boutique.html
1,1,2,0,0,1,mynavyexchange/Search Results _ Shop Your Navy Exchange - Official Site.html
1,1,1,0,0,1,nba/store.nba.com.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,1,3,1,0,1,neutrogena/Search Results _ Neutrogena®.html
1,0,1,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,1,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,1,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,0,0,1,0,0,neutrogena/Search Results _ Neutrogena®.html
1,1,3,1,1,1,newbalance/shoes Search Results - New Balance.html
1,1,2,1,0,0,newbalance/shoes Search Results - New Balance.html
1,0,0,1,0,0,newbalance/shoes Search Results - New Balance.html
1,1,1,0,0,1,nflshop/NFL Gear - NFLShop.com.html
1,1,3,1,0,1,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,0,0,1,0,0,nhc/Search results for _Vitamin_.html
1,0,0,0,0,0,nhc/Search results for _Vitamin_.html
1,1,1,1,0,1,nike/Products. Nike.com.html
1,0,0,1,0,0,officedepot/table - Office Depot.html
1,0,1,1,0,0,officedepot/table - Office Depot.html
1,0,1,1,0,0,officedepot/table - Office Depot.html
1,0,1,1,0,0,officedepot/table - Office Depot.html
1,1,2,1,0,1,officedepot/table - Office Depot.html
1,1,2,1,0,1,officesupplynow/OfficeSupplyNow.com - The Trimmer Place.html
1,1,1,1,0,0,oncewed/Search.html
1,1,2,1,0,1,oncewed/Search.html
1,0,0,0,0,0,oncewed/Search.html
1,0,0,1,0,0,oncewed/Search.html
1,1,4,1,0,1,onetravel/Onetravel _ Hotels in Chicago . Book your hotel now!.html
1,0,0,1,0,0,onetravel/Onetravel _ Hotels in Chicago . Book your hotel now!.html
1,1,3,0,0,1,onlinesports/Search results for_ball_OnlineSports.com.html
1,0,2,0,0,0,"oodle/_car_ _ Cars for Sale in Norfolk, Virginia _ Used Cars on Oodle Classifieds.html"
1,0,0,0,0,0,"oodle/_car_ _ Cars for Sale in Norfolk, Virginia _ Used Cars on Oodle Classifieds.html"
1,1,1,1,0,1,"oodle/_car_ _ Cars for Sale in Norfolk, Virginia _ Used Cars on Oodle Classifieds.html"
1,1,1,1,0,1,"orbitz/Illinois, United States of America Hotel Search Results.html"
1,0,0,1,0,0,"orbitz/Illinois, United States of America Hotel Search Results.html"
1,0,0,0,0,0,"orbitz/Illinois, United States of America Hotel Search Results.html"
1,0,0,1,0,0,"orbitz/Illinois, United States of America Hotel Search Results.html"
1,0,0,0,0,0,"orbitz/Illinois, United States of America Hotel Search Results.html"
1,0,0,0,0,0,origins/Endeca - Search + Results _ Origins.html
1,0,1,1,0,0,origins/Endeca - Search + Results _ Origins.html
1,1,3,0,0,1,origins/Endeca - Search + Results _ Origins.html
1,1,1,1,1,1,overstock/Kitchen.html
1,0,0,0,0,0,overstock/Kitchen.html
1,0,1,1,0,0,overstock/Kitchen.html
1,0,0,0,0,0,overstock/Kitchen.html
1,0,0,1,0,0,overstock/Kitchen.html
1,1,1,0,0,1,oyorooms/Hotels.html
1,1,1,1,0,1,petco/Search Results.html
1,0,0,1,0,0,petco/Search Results.html
1,0,0,1,0,0,petco/Search Results.html
1,0,0,1,0,0,petco/Search Results.html
1,0,0,1,0,0,petco/Search Results.html
1,0,0,1,0,0,petco/Search Results.html
1,0,0,1,0,0,petco/Search Results.html
1,0,0,1,0,0,petco/Search Results.html
1,0,0,1,0,0,petco/Search Results.html
1,1,3,0,0,1,petsmart/Search Results _ PetSmart.html
1,1,1,1,0,1,petsupplies/Supplies.html
1,0,0,1,0,0,petsupplies/Supplies.html
1,1,1,0,0,1,petsuppliesplus/Search.html
1,1,4,1,0,1,poppin/Search Results _ Poppin.html
1,0,1,1,0,0,poppin/Search Results _ Poppin.html
1,0,1,1,0,0,poppin/Search Results _ Poppin.html
1,1,3,1,1,1,poshmark/Nike for Women - Poshmark.html
1,0,0,0,0,0,poshmark/Nike for Women - Poshmark.html
1,0,1,1,0,0,powells/Search Results - Powells Books.html
1,1,2,1,0,1,premierinn/Search.html
1,0,0,1,0,0,premierinn/Search.html
1,0,0,1,0,0,premierinn/Search.html
1,1,1,1,0,0,preownedweddingdresses/Search.html
1,1,2,1,0,1,preownedweddingdresses/Search.html
1,0,0,0,0,0,preownedweddingdresses/Search.html
1,0,0,1,0,0,preownedweddingdresses/Search.html
1,1,1,1,0,1,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,1,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,1,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,priceline/Chicago Hotels_ 11_05 - 11_06 _ Priceline.html
1,0,0,0,0,0,pruvo/Pruvo – Book your hotel - Hotels in Chicago.html
1,0,0,1,0,0,pruvo/Pruvo – Book your hotel - Hotels in Chicago.html
1,0,0,0,0,0,pruvo/Pruvo – Book your hotel - Hotels in Chicago.html
1,1,1,1,0,1,pruvo/Pruvo – Book your hotel - Hotels in Chicago.html
1,0,0,1,0,0,puma/Search Result_ shoes.html
1,1,2,1,0,1,puma/Search Result_ shoes.html
1,0,1,1,0,0,puma/Search Result_ shoes.html
1,0,0,1,0,0,puma/Search Result_ shoes.html
1,0,0,1,0,0,puma/Search Result_ shoes.html
1,1,1,0,0,1,redbubble/Face Masks _ Redbubble.html
1,1,2,0,0,1,reebok/Reebok Online Shop _ Reebok US.html
1,0,0,1,0,0,riteaid/riteaid.html
1,0,0,1,0,0,riteaid/riteaid.html
1,1,2,0,0,1,riteaid/riteaid.html
1,1,1,1,0,1,"roomertravel/Chicago Hotel Deals, Roomer.html"
1,1,1,1,0,1,rubylane/Rings Jewelry _ Ruby Lane.html
1,0,0,0,0,0,rubylane/Rings Jewelry _ Ruby Lane.html
1,1,1,1,0,0,saatchiart/Landscape Photography For Sale _ Saatchi Art.html
1,1,2,1,0,1,saatchiart/Landscape Photography For Sale _ Saatchi Art.html
1,0,0,1,0,0,saatchiart/Landscape Photography For Sale _ Saatchi Art.html
1,0,0,1,0,0,saatchiart/Landscape Photography For Sale _ Saatchi Art.html
1,1,4,1,1,1,safeway/Search Results _ Safeway.html
1,0,0,1,0,0,safeway/Search Results _ Safeway.html
1,0,0,1,0,0,safeway/Search Results _ Safeway.html
1,1,1,1,0,1,sears/Laptop.html
1,0,0,1,0,0,sears/Laptop.html
1,0,0,1,0,0,sears/Laptop.html
1,1,2,0,0,1,sebamedusa/Dermatologist Recommended Sensitive Skin Care Solutions.html
1,1,2,1,0,1,secondsale/Best Books about art of war.html
1,0,1,1,0,0,sellcell/Sell Apple iPhone 12 Pro _ Trade In iPhone 12 Pro.html
1,0,1,1,0,0,sellcell/Sell Apple iPhone 12 Pro _ Trade In iPhone 12 Pro.html
1,1,2,0,0,1,sellcell/Sell Apple iPhone 12 Pro _ Trade In iPhone 12 Pro.html
1,1,2,0,0,1,sephora/Search _ Sephora.html
1,0,0,0,0,0,shopbeergear/Shop Beer Gear.html
1,1,2,1,0,0,shopbeergear/Shop Beer Gear.html
1,1,1,1,0,1,shopbeergear/Shop Beer Gear.html
1,0,0,1,0,0,shopbeergear/Shop Beer Gear.html
1,1,2,1,0,0,shopbeergear/Shop Beer Gear.html
1,0,0,0,0,0,shopbop/jean _ SHOPBOP.html
1,1,3,0,0,1,shopbop/jean _ SHOPBOP.html
1,1,3,1,0,1,shopdisney/shopDisney _ shopDisney.html
1,1,2,1,0,1,shopgoodwill/Search Results_ shirt - shopgoodwill.com.html
1,0,1,1,0,0,shopgoodwill/Search Results_ shirt - shopgoodwill.com.html
1,0,1,1,0,0,shopgoodwill/Search Results_ shirt - shopgoodwill.com.html
1,1,2,1,1,1,shopjustice/Justice _ Justice.html
1,0,0,1,0,0,shopjustice/Justice _ Justice.html
1,1,1,1,0,1,shopthesalvationarmy/ShopTheSalvationArmy.html
1,0,0,1,0,0,shopthesalvationarmy/ShopTheSalvationArmy.html
1,0,0,0,0,0,shopthesalvationarmy/ShopTheSalvationArmy.html
1,1,1,0,0,0,shopzilla/Shopzilla - Jacket.html
1,1,2,1,0,1,shopzilla/Shopzilla - Jacket.html
1,1,2,1,0,1,shutterstock/Sports.html
1,1,2,1,1,1,sisley/Sisley - Official Site _ Online Shop.html
1,1,1,1,0,1,skyscanner/Cheap domestic flights from Norfolk.html
1,1,3,1,1,1,spalding/Sporting.html
1,1,2,0,0,0,spalding/Sporting.html
1,0,1,1,0,0,spalding/Sporting.html
0,0,0,0,0,1,sportsdirect/Search Results.html
1,0,1,0,0,0,sportsunlimitedinc/Results for boots.html
1,0,1,0,0,0,sportsunlimitedinc/Results for boots.html
1,1,2,1,0,1,sportsunlimitedinc/Results for boots.html
1,0,0,0,0,0,staples/Shop.html
1,0,0,1,0,0,"swansonvitamins/Vitamins and Supplements, Natural Health Products, Organic Foods - Swanson Health Products.html"
1,0,0,1,0,0,"swansonvitamins/Vitamins and Supplements, Natural Health Products, Organic Foods - Swanson Health Products.html"
1,1,1,1,0,1,"swansonvitamins/Vitamins and Supplements, Natural Health Products, Organic Foods - Swanson Health Products.html"
1,0,0,1,0,0,"swansonvitamins/Vitamins and Supplements, Natural Health Products, Organic Foods - Swanson Health Products.html"
1,0,0,1,0,0,sykescottages/Search and Find a Cottage in UK and Ireland _ Sykes Cottages.html
1,1,3,1,0,1,sykescottages/Search and Find a Cottage in UK and Ireland _ Sykes Cottages.html
1,0,1,0,0,0,sykescottages/Search and Find a Cottage in UK and Ireland _ Sykes Cottages.html
1,0,1,0,0,0,sykescottages/Search and Find a Cottage in UK and Ireland _ Sykes Cottages.html
1,0,0,1,0,0,sykescottages/Search and Find a Cottage in UK and Ireland _ Sykes Cottages.html
1,0,0,1,0,0,sykescottages/Search and Find a Cottage in UK and Ireland _ Sykes Cottages.html
1,1,1,1,0,1,szallas/Balaton accommodations - 3885 offers - Revngo.com.html
1,0,0,1,0,0,szallas/Balaton accommodations - 3885 offers - Revngo.com.html
1,0,0,0,0,0,szallas/Balaton accommodations - 3885 offers - Revngo.com.html
1,0,0,1,0,0,szallas/Balaton accommodations - 3885 offers - Revngo.com.html
1,0,0,0,0,0,szallas/Balaton accommodations - 3885 offers - Revngo.com.html
1,0,0,1,0,0,szallas/Balaton accommodations - 3885 offers - Revngo.com.html
1,0,0,1,0,0,szallas/Balaton accommodations - 3885 offers - Revngo.com.html
1,0,0,1,0,0,szallas/Balaton accommodations - 3885 offers - Revngo.com.html
1,0,0,0,0,0,tabasco/You searched for mexican _TABASCOBrand.html
1,1,2,0,0,1,tabasco/You searched for mexican _TABASCOBrand.html
1,1,2,1,0,1,tablethotels/Boutique.html
1,0,0,1,0,0,tablethotels/Boutique.html
1,0,0,1,0,0,tablethotels/Boutique.html
1,0,0,1,0,0,tablethotels/Boutique.html
1,0,0,1,0,0,tablethotels/Boutique.html
1,0,0,1,0,0,tablethotels/Boutique.html
1,1,1,1,0,1,target/Tv _ Target.html
1,0,0,0,0,0,target/Tv _ Target.html
1,1,3,1,1,1,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,0,0,1,0,0,tenthousandvillages/Search results for_table.html
1,1,2,0,0,0,thellegance/Online shopping for Digital Watches with free worldwide shipping.html
1,1,1,1,0,1,thellegance/Online shopping for Digital Watches with free worldwide shipping.html
1,1,2,0,0,1,thenewyorkdogshop/The New York Dog Shop.html
1,0,0,1,0,0,thomascook/Thomas Cook.html
1,1,1,1,0,1,thredup/Womens Clothing.html
1,0,0,0,0,0,thredup/Womens Clothing.html
1,0,0,1,0,0,thredup/Womens Clothing.html
1,0,0,0,0,0,thredup/Womens Clothing.html
0,0,0,0,0,1,thriftbooks/Browse.html
1,1,3,1,0,1,tias/Search - comic - TIAS.com.html
1,0,0,0,0,0,tigerdirect/Laptop.html
1,1,5,1,0,1,tigerdirect/Laptop.html
1,0,1,1,0,0,tigerdirect/Laptop.html
1,0,0,0,0,0,tigerdirect/Laptop.html
1,0,0,0,0,0,tigerdirect/Laptop.html
1,0,0,1,0,0,tigerdirect/Laptop.html
1,1,2,1,0,1,t-mobile/search.html
1,0,1,0,0,0,t-mobile/search.html
1,0,0,1,0,0,t-mobile/search.html
1,0,1,1,0,0,toofaced/Search _ TooFaced.html
1,0,0,1,0,0,toofaced/Search _ TooFaced.html
1,0,0,1,0,0,toofaced/Search _ TooFaced.html
1,0,1,0,0,0,toofaced/Search _ TooFaced.html
1,1,2,1,0,1,toofaced/Search _ TooFaced.html
1,1,2,1,0,1,totalwine/Total.html
1,1,2,1,0,1,tradesy/Womens Shoes.html
1,0,0,0,0,0,tradesy/Womens Shoes.html
1,0,0,1,0,0,tradesy/Womens Shoes.html
1,0,0,1,0,0,tradesy/Womens Shoes.html
1,0,0,1,0,0,tradesy/Womens Shoes.html
1,1,1,1,0,1,"travelocity/Illinois, United States of America Hotel Search Results.html"
1,0,0,1,0,0,"travelocity/Illinois, United States of America Hotel Search Results.html"
1,0,0,0,0,0,"travelocity/Illinois, United States of America Hotel Search Results.html"
1,0,0,0,0,0,"travelocity/Illinois, United States of America Hotel Search Results.html"
1,0,0,0,0,0,"travelocity/Illinois, United States of America Hotel Search Results.html"
1,1,2,1,0,1,"travelzoo/Hotels + New York City, NY + All Dates _ Travelzoo.html"
1,0,0,1,0,0,"travelzoo/Hotels + New York City, NY + All Dates _ Travelzoo.html"
1,0,2,1,0,0,"travelzoo/Hotels + New York City, NY + All Dates _ Travelzoo.html"
1,0,0,0,0,0,"travelzoo/Hotels + New York City, NY + All Dates _ Travelzoo.html"
1,0,0,1,0,0,"travelzoo/Hotels + New York City, NY + All Dates _ Travelzoo.html"
1,1,1,1,0,1,tripadvisor/Tripadvisor.html
1,0,2,1,0,0,tripadvisor/Tripadvisor.html
1,0,0,0,0,0,tripadvisor/Tripadvisor.html
1,0,0,0,0,0,tripadvisor/Tripadvisor.html
1,0,0,0,0,0,tripadvisor/Tripadvisor.html
1,0,0,0,0,0,tripadvisor/Tripadvisor.html
1,0,0,0,0,0,tripadvisor/Tripadvisor.html
1,0,0,0,0,0,tripadvisor/Tripadvisor.html
1,1,1,1,0,1,trivago/Chicago.html
1,0,0,0,0,0,trivago/Chicago.html
1,0,2,0,0,0,usps/Shipping Supplies _ USPS.com.html
1,1,3,0,0,0,usps/Shipping Supplies _ USPS.com.html
1,1,3,0,0,0,usps/Shipping Supplies _ USPS.com.html
1,1,3,0,0,0,usps/Shipping Supplies _ USPS.com.html
1,1,3,0,0,0,usps/Shipping Supplies _ USPS.com.html
1,1,3,0,0,0,usps/Shipping Supplies _ USPS.com.html
1,1,3,0,0,0,usps/Shipping Supplies _ USPS.com.html
1,1,2,0,0,1,usps/Shipping Supplies _ USPS.com.html
1,0,0,1,0,0,veneretravel/Venere Travel.html
1,0,0,1,0,0,veneretravel/Venere Travel.html
1,0,0,1,0,0,veneretravel/Venere Travel.html
1,0,0,1,0,0,veneretravel/Venere Travel.html
1,1,1,0,0,1,veneretravel/Venere Travel.html
1,1,2,1,0,1,verizon/Search Results for iphone at Verizon.html
1,1,3,1,1,1,vitaminshoppe/Search.html
1,0,0,1,0,0,vitaminshoppe/Search.html
1,0,0,0,0,0,vitaminshoppe/Search.html
1,0,0,0,0,0,vitaminshoppe/Search.html
1,1,3,1,1,1,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,0,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,0,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
1,0,0,1,0,0,vitaminworld/Shop Vitamin B _ Vitamin World.html
